@relation 'sales_clothes-weka.filters.unsupervised.attribute.NumericToNominal-R4-5,14-16,20-weka.filters.unsupervised.attribute.Remove-R1,21,22,23-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1'

@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute product_variation_inventory numeric
@attribute merchant_rating numeric
@attribute units_sold {10,50,100,1000,5000,10000,20000,50000,100000}

@data
48,14,13,4,3,14,2,3.853576,100
8,3,2,0,1,2,1,4.243249,100
940,453,198,124,78,87,30,4.105967,5000
1594,973,300,187,58,76,50,4.394591,10000
0,0,0,0,0,0,50,3.837209,10
62,39,10,5,4,4,20,4.029235,1000
3,1,1,0,0,1,50,4.368336,100
302,125,47,47,29,54,50,3.865385,1000
830,523,147,87,32,41,50,4.289674,5000
2,0,1,1,0,0,50,3.987051,100
30,18,4,4,0,4,50,4.155032,100
928,378,116,117,102,215,1,3.860659,1000
155,67,26,26,18,18,50,3.867547,1000
122,59,27,14,6,16,50,4.149123,1000
2514,1375,544,332,122,141,50,4.070637,10000
2504,892,491,456,247,418,6,3.995606,10000
6509,2620,1456,1235,515,683,39,4.113799,20000
1512,845,294,179,72,122,50,4.316244,5000
13,5,3,1,2,2,50,4.155932,100
0,0,0,0,0,0,50,4.037016,10
8,4,1,0,1,2,5,3.880429,50
23,16,4,3,0,0,50,4.430936,100
936,597,164,84,25,66,50,4.264659,10000
49,15,8,12,4,10,50,3.732143,100
6,1,1,3,0,1,10,4.258107,100
4,3,0,1,0,0,50,4.014793,10
92,35,25,7,13,12,1,4.289969,100
1169,557,216,174,83,139,50,4.134935,5000
11,5,3,2,0,1,50,4.148272,100
5,3,0,1,1,0,50,4.458101,50
3,0,1,0,0,2,13,3.954644,100
1458,615,357,248,92,146,4,4.102321,5000
566,284,107,78,43,54,50,4.337467,1000
10,4,4,0,0,2,50,3.92892,100
138,82,27,10,7,12,50,3.981337,1000
588,317,100,66,44,61,50,4.015241,5000
1193,500,218,171,110,194,50,3.872044,20000
65,18,10,13,6,18,50,4.150356,100
27,11,5,3,0,8,50,4.048994,100
8029,3689,1502,1160,592,1086,19,4.137106,20000
10,3,1,3,1,2,1,3.990638,100
23,9,4,2,4,4,50,4.130946,100
793,303,154,134,81,121,50,3.987051,10000
176,88,30,22,11,25,5,4.295792,1000
663,385,119,84,28,47,50,4.100616,5000
47,19,12,6,4,6,50,4.127839,100
14,5,1,0,2,6,50,4.336708,100
102,50,20,15,7,10,50,4.097303,1000
546,302,108,58,35,43,50,4.265472,1000
536,213,89,81,44,109,50,3.89889,5000
2633,1097,482,430,227,397,50,3.924685,20000
54,35,7,4,3,5,50,4.04964,1000
2,1,0,1,0,0,1,3.875486,10
19,4,4,2,2,7,18,4.225393,100
20,12,4,2,1,1,50,4.230556,100
47,17,10,6,8,6,7,4.11387,100
2,0,0,0,2,0,1,3.873106,10
398,188,75,64,29,42,50,3.863697,1000
538,299,105,63,25,46,44,4.03125,1000
43,32,6,3,0,2,5,4.232171,100
1,1,0,0,0,0,5,3.75,50
213,97,35,38,16,27,50,3.89889,1000
2006,748,417,331,194,316,50,4.000143,10000
50,23,9,8,5,5,2,3.908696,100
109,26,25,17,14,27,1,3.964592,1000
3101,1506,654,417,217,307,7,4.079224,10000
67,27,15,6,7,12,1,3.95879,100
27,9,8,5,2,3,5,4.040595,100
777,213,133,133,97,201,50,3.908535,5000
1322,373,194,213,152,390,50,3.89889,10000
1632,584,289,276,149,334,50,4.081783,5000
2324,1222,492,345,117,148,50,4.089677,10000
8,4,1,0,1,2,5,3.880429,50
585,237,129,84,59,76,50,3.878023,1000
596,304,112,86,36,58,50,3.999819,1000
3421,863,469,621,510,958,50,4.096667,20000
62,16,8,13,4,21,50,4.002935,100
43,22,9,4,2,6,1,3.908535,100
1897,669,302,328,196,402,3,3.958304,5000
55,22,9,6,9,9,50,4.216278,100
252,80,44,57,23,48,15,4.094745,1000
3,1,0,0,1,1,46,4.058952,50
378,145,67,54,44,68,5,4.064727,1000
54,23,11,10,3,7,50,3.954443,1000
19,4,4,2,2,7,18,4.225393,100
141,44,29,21,17,30,7,4.04517,1000
1276,431,195,205,146,299,15,3.794739,10000
12,5,3,1,1,2,1,3.801802,100
21,4,5,5,3,4,5,4.078222,100
1520,660,322,231,119,188,50,4.18084,10000
55,21,11,6,8,9,2,4.428571,100
3279,2091,612,336,109,131,3,4.143666,10000
40,16,8,7,5,4,50,4.24359,100
247,135,37,32,17,26,50,4.105778,5000
150,76,37,19,10,8,50,4.184732,100
8,6,1,0,0,1,50,4.283333,100
44,20,16,7,0,1,3,4.210706,100
238,86,40,37,26,49,13,3.893845,1000
10,5,1,2,1,1,10,3.94332,100
835,342,113,143,68,169,50,4.189844,5000
840,439,171,102,60,68,50,4.105967,10000
142,81,26,22,6,7,1,4.117445,1000
154,55,33,25,15,26,2,3.988934,1000
186,90,38,24,12,22,10,3.729167,1000
3397,1342,691,618,301,445,50,4.156715,20000
506,226,106,65,41,68,7,3.817583,5000
1248,440,207,233,139,229,50,4.041215,5000
2366,981,434,368,220,363,1,4.153665,10000
22,5,5,4,3,5,50,3.967611,100
143,82,28,15,5,13,50,4.036019,1000
373,144,57,60,35,77,50,3.965204,1000
166,77,31,28,10,20,50,4.254208,1000
81,50,14,6,4,7,1,4.146957,1000
908,268,132,169,129,210,50,3.817583,5000
3929,1417,804,786,411,511,50,3.962381,20000
0,0,0,0,0,0,50,3.966035,10
296,133,45,52,29,37,2,3.831514,5000
27,11,4,6,5,1,50,3.894231,100
856,358,169,147,64,118,50,3.947472,5000
65,30,17,10,1,7,50,3.956065,100
4874,2616,1011,657,284,306,50,3.999371,20000
1329,515,265,238,115,196,50,4.203725,5000
7,1,1,2,0,3,5,4.02446,100
5891,2246,1221,1098,506,820,50,3.915275,20000
2092,1009,399,300,143,241,50,3.999819,10000
1467,624,262,246,122,213,50,3.897115,10000
2731,1223,644,419,178,267,48,4.030461,10000
4,3,1,0,0,0,18,4.175439,50
1312,705,296,162,79,70,50,4.053018,10000
75,35,12,12,10,6,20,3.797448,1000
30,16,5,5,0,4,50,3.867547,100
27,18,4,2,0,3,50,4.444444,100
743,243,122,142,99,137,31,3.93753,5000
65,30,17,10,1,7,50,3.956065,100
4,2,1,0,1,0,50,4.166509,50
2729,1334,459,339,201,396,50,4.003229,20000
164,86,26,28,8,16,17,4.04517,1000
555,304,122,68,23,38,50,3.799959,5000
763,308,146,130,55,124,7,4.028857,5000
1479,754,329,219,73,104,50,3.936382,10000
6,4,2,0,0,0,2,4.223138,100
6,5,1,0,0,0,1,3.038961,100
24,9,0,4,2,9,50,4.275731,100
22,5,3,7,1,6,50,3.934967,100
255,96,44,37,23,55,49,3.76058,1000
118,63,16,16,6,17,50,4.064925,100
51,27,6,8,3,7,2,3.651206,100
106,35,19,22,14,16,50,4.002935,1000
25,8,11,4,0,2,50,4.22762,100
1103,461,218,170,94,160,50,4.096908,20000
108,36,9,17,9,37,20,3.475584,1000
12,1,4,2,0,5,1,4.137582,100
32,11,6,5,7,3,1,4.167628,100
3075,1974,581,275,91,154,50,4.301175,10000
213,97,35,38,16,27,50,3.89889,1000
582,252,117,95,46,72,43,3.885538,1000
668,385,126,85,33,39,48,4.005741,1000
827,471,185,96,36,39,50,4.091419,5000
65,41,8,10,2,4,50,4.169886,100
1546,662,328,252,129,175,27,4.138885,10000
382,190,83,48,25,36,50,3.968269,1000
1,0,0,0,0,1,20,3.515748,50
0,0,0,0,0,0,5,2.333333,10
99,40,12,10,11,26,44,4.080891,1000
362,117,60,52,48,85,50,4.155394,1000
1087,626,176,138,48,99,50,3.960936,10000
182,82,30,27,17,26,50,4.279446,1000
3700,1783,730,566,258,363,2,4.130004,20000
85,27,16,17,10,15,50,3.895038,1000
6,2,1,2,1,0,20,3.791908,50
2,2,0,0,0,0,2,3.608696,10
10927,5479,2331,1605,665,847,50,4.094694,50000
9,5,0,0,0,4,50,3.801802,100
153,87,30,19,6,11,50,4.233683,1000
2587,1511,479,275,115,207,50,4.30699,10000
876,362,142,141,77,154,50,3.966035,5000
512,310,108,46,25,23,50,4.264381,1000
1860,891,323,280,161,205,50,3.874033,10000
94,33,13,19,11,18,1,4.127366,1000
312,216,64,16,9,7,50,4.380173,1000
58,24,6,11,2,15,1,4.137582,100
1642,894,303,224,92,129,28,4.04517,10000
115,55,23,20,3,14,1,3.7899,1000
25,17,0,2,2,4,50,4.277078,100
7,1,3,1,1,1,50,3.464286,50
408,129,67,91,41,80,49,3.949064,1000
145,64,30,18,14,19,50,3.884544,1000
38,11,7,7,3,10,9,4.06423,100
56,23,9,8,3,13,50,4.201298,100
1352,777,274,155,55,91,50,3.902548,10000
2520,1220,433,365,203,299,50,3.87201,10000
2010,1271,400,200,69,70,50,4.238173,10000
2,0,1,0,1,0,50,4.001546,50
35,21,5,2,2,5,50,3.774114,100
352,211,59,40,17,25,5,3.9359,1000
6,2,0,2,0,2,10,3.97541,100
5,3,0,1,1,0,50,4.458101,50
34,14,5,6,1,8,1,3.95879,100
3761,1958,675,518,242,368,50,3.998798,20000
131,64,29,21,6,11,50,4.105967,1000
192,67,34,34,20,37,50,4.030377,1000
217,147,40,18,6,6,50,4.014663,1000
428,189,101,59,30,49,50,3.978865,1000
2366,981,434,368,220,363,1,4.153665,10000
23,13,4,4,0,2,3,4.239851,100
920,288,207,190,99,136,5,4.192789,5000
219,86,33,30,20,50,1,3.954443,1000
1022,470,194,155,74,129,6,3.732473,5000
1167,412,187,166,113,289,12,3.874033,10000
2,1,0,1,0,0,35,4.245225,100
82,32,16,22,4,8,15,3.909779,100
55,21,11,6,8,9,2,4.428571,100
2015,911,340,279,169,316,50,3.881464,20000
319,183,69,37,19,11,12,4.047725,1000
200,95,35,28,16,26,1,4.189139,1000
523,232,114,72,59,46,4,4.170603,1000
471,252,85,62,31,41,50,4.092216,1000
621,373,117,66,27,38,50,4.192801,1000
869,305,164,155,107,138,50,3.96752,5000
2253,1044,526,348,146,189,23,4.343235,10000
536,231,104,92,46,63,50,4.267891,1000
2066,932,422,317,151,244,25,4.121484,20000
422,189,102,55,31,45,50,3.933581,1000
14,9,0,3,1,1,1,4.230556,100
337,101,46,61,40,89,50,4.097303,1000
13,13,0,0,0,0,50,3.65942,100
921,350,149,152,92,178,5,3.732473,5000
677,288,101,119,62,107,50,3.999819,5000
580,321,109,68,23,59,50,4.193457,1000
463,216,81,69,41,56,50,4.079644,1000
520,281,113,56,30,40,13,4.06423,1000
1530,517,255,256,153,349,1,3.696054,5000
552,394,97,33,9,19,50,4.254434,1000
207,121,43,24,8,11,50,4.332429,1000
985,388,198,168,77,154,50,3.995056,5000
35,27,5,2,0,1,2,4.455941,100
824,441,165,112,43,63,50,4.048356,5000
650,373,141,76,34,26,50,4.1148,1000
574,274,136,77,38,49,3,4.121484,5000
158,88,34,18,7,11,50,3.740885,1000
19,6,5,4,0,4,10,3.867547,100
3,1,0,0,0,2,50,3.924677,10
87,22,10,23,10,22,3,3.676724,1000
0,0,0,0,0,0,9,3.891791,50
0,0,0,0,0,0,5,3.692308,10
10,4,2,0,3,1,49,4.02446,100
4,3,0,0,0,1,50,4.157548,100
223,136,43,20,6,18,5,3.766117,1000
6510,3140,1357,1154,445,414,5,4.063966,20000
171,73,30,26,13,29,7,4.194554,1000
18,10,5,2,1,0,9,4.007283,1000
13,7,4,0,2,0,3,4.0032,100
1631,945,333,201,62,90,6,4.321881,10000
52,25,7,11,4,5,4,3.809966,1000
9207,5077,1860,1185,467,618,6,4.156198,50000
10,4,2,0,0,4,50,3.33829,100
337,163,48,54,27,45,50,4.285598,5000
2592,1632,531,260,68,101,50,4.301067,10000
817,384,160,125,59,89,1,4.079644,5000
202,94,50,21,12,25,11,4.157837,100
13,5,5,1,2,0,5,3.790698,100
3,2,1,0,0,0,2,3.797448,50
632,303,122,99,35,73,50,3.972937,10000
12,7,2,2,0,1,50,3.923077,50
648,347,160,76,33,32,50,4.030377,1000
41,17,10,6,2,6,2,3.909907,1000
25,11,3,2,3,6,50,3.918367,100
644,363,134,71,27,49,50,3.849194,10000
71,29,10,15,6,11,50,4.069015,100
127,75,31,9,4,8,50,4.217899,1000
1212,393,201,198,133,287,9,3.687426,5000
2526,1269,485,355,153,264,50,4.029235,10000
14568,5946,2952,2624,1310,1736,50,3.840257,50000
15,9,1,1,1,3,50,4.045455,100
864,366,168,129,76,125,50,3.849593,10000
47,22,13,6,4,2,1,4.093588,100
341,106,45,62,39,89,50,3.953169,1000
573,174,96,97,69,137,13,4.11387,5000
47,17,10,6,8,6,7,4.11387,100
26,12,4,3,5,2,25,4.143966,100
350,115,75,54,33,73,50,3.87201,1000
1401,777,298,185,54,87,41,4.054471,5000
636,330,128,90,34,54,50,4.018157,1000
0,0,0,0,0,0,50,3.690722,10
54,33,10,4,2,5,50,3.85193,100
121,61,28,16,10,6,1,4.024242,1000
550,322,122,62,13,31,20,4.274866,5000
113,82,17,7,3,4,50,4.047725,100
127,68,27,15,9,8,5,4.235382,100
870,520,133,106,40,71,50,4.038734,1000
883,446,162,109,59,107,50,4.120677,5000
11,6,3,2,0,0,1,3.855596,100
185,51,33,42,26,33,1,3.960171,1000
22,13,1,4,1,3,50,4.106343,100
81,50,14,6,4,7,1,4.146957,1000
14,9,3,2,0,0,1,3.901734,100
11,4,1,3,1,2,1,3.810479,10
154,68,31,21,14,20,50,4.213439,1000
249,85,35,38,26,65,35,4.080891,5000
1165,667,217,137,59,85,1,4.108849,10000
8029,3689,1502,1160,592,1086,19,4.137106,20000
37,23,4,1,4,5,50,3.735537,100
13,3,3,3,0,4,50,4.069015,100
11,5,3,2,0,1,50,4.148272,100
197,97,48,33,10,9,50,4.136723,1000
104,40,24,24,4,12,50,4.02782,100
20,6,5,4,1,4,2,3.797448,100
63,29,14,15,3,2,50,4.003115,100
1958,889,427,291,144,207,50,4.268002,10000
27,11,4,6,5,1,50,3.894231,100
20,6,1,3,1,9,14,3.922702,100
23,7,3,4,2,7,50,3.953169,100
5,2,0,2,0,1,50,3.625,100
137,63,18,17,14,25,50,3.85539,1000
856,358,169,147,64,118,50,3.947472,5000
20,8,5,1,2,4,50,3.774775,100
4,3,0,0,1,0,1,4.035714,50
108,43,20,24,8,13,1,3.924685,1000
131,53,26,21,11,20,50,3.817149,1000
89,37,17,10,8,17,17,3.556818,100
45,11,11,7,5,11,1,3.381868,100
194,98,41,25,15,15,50,4.316022,1000
27,17,7,1,0,2,5,4.521866,100
2,2,0,0,0,0,5,3.874016,50
25,11,3,2,1,8,50,3.944535,100
1941,912,349,288,131,261,20,4.12342,10000
702,386,143,81,35,57,10,4.253287,1000
2,2,0,0,0,0,1,4.035714,100
2789,1442,635,401,137,174,50,4.280442,10000
13198,6060,2562,2214,1033,1329,50,4.302082,50000
12,7,3,1,1,0,1,4.093537,50
1717,745,349,274,145,204,50,4.235887,10000
57,19,4,13,6,15,9,3.882722,1000
110,69,23,7,7,4,50,4.577519,100
12880,7337,2647,1643,623,630,18,4.227943,50000
549,286,90,78,36,59,50,4.006692,5000
0,0,0,0,0,0,50,4.146242,50
127,53,25,21,12,16,50,4.057811,1000
180,91,39,28,3,19,50,3.933581,1000
8904,4640,1964,1121,493,686,50,4.168097,20000
256,109,47,36,20,44,50,4.141953,1000
10,4,0,0,3,3,50,3.1875,100
2483,1325,521,360,134,143,50,4.066218,10000
179,64,25,30,18,42,50,4.382092,1000
108,50,20,21,8,9,50,4.054545,1000
520,281,113,56,30,40,13,4.06423,1000
1316,456,237,210,141,272,50,3.987921,10000
239,150,36,20,13,20,50,4.146569,1000
31,15,0,1,3,12,50,4.325215,1000
55,19,7,10,3,16,50,4.318584,1000
1473,545,306,261,152,209,50,4.18075,10000
344,178,56,41,24,45,50,4.007825,1000
53,27,9,7,8,2,1,3.721154,100
0,0,0,0,0,0,50,4.042231,10
327,170,71,45,14,27,1,4.079852,1000
156,85,32,12,10,17,50,4.330745,1000
1589,770,391,248,77,103,9,4.19427,10000
11,5,2,1,1,2,26,3.514286,100
46,26,7,7,2,4,10,3.966667,100
754,431,171,100,30,22,50,4.100616,1000
99,43,18,23,8,7,1,3.899673,1000
196,113,35,25,8,15,50,4.383108,1000
6,2,1,1,0,2,10,4.009975,50
7,1,1,2,0,3,5,4.02446,100
295,126,38,48,28,55,17,3.924685,1000
55,33,11,5,3,3,9,4.36579,100
206,119,44,24,8,11,8,4.211623,1000
1721,752,368,260,141,200,17,4.192175,10000
2,2,0,0,0,0,2,3.608696,10
55,30,9,7,4,5,50,4.106867,100
124,75,25,8,8,8,50,4.057468,1000
1257,498,220,197,108,234,10,4.471018,5000
1442,573,250,227,139,253,50,3.959995,5000
2191,603,321,343,263,661,34,4.001588,20000
1,0,0,0,1,0,3,3.824561,50
2,1,0,1,0,0,50,4.051049,100
26,18,4,1,1,2,50,4.047619,100
728,456,148,72,20,32,15,4.081176,5000
141,64,22,19,7,29,50,3.881464,1000
129,72,26,17,7,7,50,4.204038,1000
72,17,19,12,8,16,10,3.729167,100
496,254,80,72,33,57,1,4.089677,5000
2543,1315,482,383,180,183,50,4.143666,10000
161,64,31,30,14,22,50,3.973382,1000
2737,1582,524,278,137,216,50,4.298746,5000
1058,539,240,132,61,86,50,3.794947,5000
2682,1194,480,401,223,384,50,3.965701,20000
5719,2720,1171,820,408,600,50,4.127921,20000
2150,1115,445,291,144,155,50,4.311066,10000
951,420,176,143,84,128,50,4.058391,10000
957,502,161,136,54,104,50,4.178367,5000
251,120,53,41,18,19,50,3.97042,1000
4137,2090,852,576,278,341,5,4.118812,20000
33,26,4,0,2,1,50,3.987778,100
2464,1306,463,305,157,233,2,4.069703,20000
11913,5355,2430,1974,960,1194,50,4.218866,100000
912,428,174,143,60,107,50,3.955434,5000
3787,2541,673,309,73,191,50,4.329949,20000
917,421,142,147,75,132,10,4.175851,5000
1046,545,200,161,59,81,50,3.96752,5000
775,223,123,137,84,208,50,3.801684,10000
54,27,12,6,2,7,19,4.080891,1000
86,41,17,13,5,10,50,3.991736,1000
64,24,16,10,2,12,50,4.013921,100
846,451,168,109,47,71,26,4.146242,5000
13488,6325,3006,1998,916,1243,50,4.179445,50000
22,13,4,4,0,1,5,4.126679,100
109,51,14,21,9,14,50,4.041199,100
546,257,112,87,30,60,50,4.184059,1000
31,15,0,1,3,12,50,4.325215,1000
56,29,14,7,2,4,50,4.030471,100
90,42,21,13,7,7,36,4.093588,1000
103,47,20,16,7,13,50,4.288399,100
781,433,132,80,59,77,50,4.266738,5000
2564,1281,538,365,147,233,50,3.965701,20000
487,187,78,82,59,81,50,3.978747,1000
23,9,4,2,5,3,1,4.121484,100
1416,852,267,147,68,82,50,4.030377,10000
43,14,6,9,4,10,1,4.106343,100
171,73,30,26,13,29,7,4.194554,1000
14,3,2,5,1,3,50,3.186047,100
11,7,1,1,1,1,50,3.933898,100
20,8,5,2,2,3,50,3.625,100
638,266,135,119,41,77,50,4.191167,1000
76,44,11,11,5,5,50,3.801684,1000
46,23,12,6,1,4,50,3.884544,100
501,217,96,102,42,44,50,4.136723,5000
58,36,13,3,2,4,5,3.88381,100
89,39,21,10,4,15,50,3.946791,100
307,171,71,35,12,18,1,4.172786,1000
10,4,1,2,1,2,50,3.917353,100
58,20,14,10,5,9,1,4.030479,100
111,41,10,13,16,31,3,4.072475,1000
797,349,158,149,58,83,17,4.250156,5000
355,155,69,53,25,53,2,4.04517,5000
429,231,102,47,21,28,2,3.939227,1000
54,24,11,7,4,8,38,4.039495,100
2808,1789,459,300,110,150,50,4.31415,10000
192,104,25,28,12,23,50,4.017513,5000
15,8,5,1,0,1,3,3.896921,100
829,343,157,139,68,122,50,3.908535,5000
398,274,70,26,8,20,9,4.181373,1000
9,1,2,0,3,3,50,4.03536,100
2927,1646,564,389,145,183,14,4.195856,20000
21,10,5,2,2,2,1,4.068783,100
548,225,102,89,46,86,29,3.960328,1000
613,311,109,83,43,67,50,4.057209,5000
21,4,5,5,3,4,5,4.078222,100
4,3,1,0,0,0,4,3.696578,100
106,77,16,7,3,3,50,4.150512,100
81,50,14,6,4,7,1,4.146957,1000
4367,1975,793,682,397,520,7,4.138885,20000
1554,528,283,245,144,354,50,4.187814,10000
370,114,55,72,35,94,47,4.056888,1000
234,126,43,27,10,28,3,4.056888,1000
12,4,3,3,1,1,2,4.29147,100
54,33,10,4,2,5,50,3.85193,100
96,31,15,15,16,19,50,4.210342,100
2050,1089,392,268,126,175,50,4.146242,10000
6,2,0,2,0,2,10,3.97541,100
50,26,7,7,2,8,50,4.039474,100
36,18,5,4,4,5,50,3.897898,100
6,2,2,0,2,0,5,3.975078,100
23,9,4,2,5,3,1,4.121484,100
623,295,147,81,44,56,50,4.071557,1000
6,2,1,2,1,0,20,3.791908,50
3,2,1,0,0,0,50,3.707584,100
901,400,210,144,64,83,50,3.924685,5000
36,20,2,5,4,5,50,3.972937,1000
34,14,5,6,1,8,1,3.95879,100
0,0,0,0,0,0,50,4.110059,50
1,1,0,0,0,0,15,4.2,10
107,48,25,20,7,7,2,4.186207,100
103,59,18,14,4,8,50,3.884544,1000
46,22,9,8,1,6,50,3.948613,100
808,381,180,110,68,69,50,3.90836,1000
65,44,7,8,2,4,50,4.101183,1000
3345,2045,648,354,127,171,50,4.258516,10000
1184,572,222,192,99,99,50,4.308386,10000
22,13,5,3,1,0,3,3.952836,100
63,23,14,8,4,14,50,3.772654,100
14,5,2,5,1,1,1,4.105967,50
2942,1898,509,334,101,100,50,4.189844,10000
24,12,7,2,0,3,2,3.956811,100
2,1,0,1,0,0,50,4.434215,50
10,4,0,0,3,3,50,3.1875,100
1442,645,296,247,105,149,50,4.157659,5000
99,40,12,10,11,26,44,4.080891,1000
1,1,0,0,0,0,50,4.43777,100
134,84,19,22,2,7,50,3.862314,1000
61,34,13,7,3,4,50,3.996715,100
217,122,29,30,12,24,28,4.039474,1000
2407,917,426,392,226,446,50,3.962376,20000
0,0,0,0,0,0,50,3.690722,10
57,27,17,7,3,3,50,4.34266,100
50,19,9,13,3,6,23,3.797448,1000
1,1,0,0,0,0,1,3.733333,50
6,4,2,0,0,0,3,3.87234,50
51,27,5,7,1,11,50,4.070214,100
245,87,51,45,23,39,50,4.027698,1000
255,87,36,44,32,56,50,4.181588,1000
19,8,3,4,0,4,50,4.235382,100
2182,1209,449,277,115,132,50,4.243712,10000
61,36,11,8,4,2,50,3.981337,100
475,276,64,62,25,48,50,4.00721,1000
2396,1260,582,298,116,140,50,4.162901,10000
34,17,8,7,1,1,50,4.220968,100
65,21,6,12,10,16,1,4.079874,1000
58,31,11,3,5,8,4,3.610778,100
12,2,2,4,1,3,1,3.97541,100
124,32,20,26,12,34,50,4.057185,1000
58,36,13,3,2,4,5,3.88381,100
5232,2943,1022,662,258,347,10,4.153031,20000
18,6,5,4,0,3,5,3.855172,100
550,215,99,86,53,97,50,4.222846,1000
129,59,20,18,11,21,50,3.768046,1000
24,13,6,2,1,2,50,3.937227,100
25,13,5,3,1,3,1,3.885538,100
183,88,34,28,11,22,50,3.968061,1000
26,12,5,1,4,4,50,4.110588,100
179,64,25,30,18,42,50,4.382092,1000
237,111,38,36,17,35,6,4.102321,1000
0,0,0,0,0,0,5,4.5,100
2748,1530,500,295,145,278,50,4.190209,20000
6450,3383,1430,836,335,466,50,4.319002,20000
483,279,105,51,27,21,2,4.235382,1000
5254,3360,1065,500,159,170,50,4.447537,20000
2749,1578,562,339,112,158,50,3.96752,10000
2,1,0,0,0,1,50,3.774194,50
94,34,13,19,11,17,50,4.005247,100
0,0,0,0,0,0,50,4.062176,10
102,35,18,15,11,23,50,4.217771,100
15,7,3,3,0,2,43,4.192085,100
258,108,58,34,16,42,3,3.950093,1000
47,22,7,8,5,5,1,3.899673,100
426,213,88,54,29,42,50,4.283611,1000
787,394,156,104,60,73,50,4.046296,5000
320,154,65,44,20,37,1,3.965986,5000
2360,1316,487,286,116,155,50,4.166509,10000
3574,1464,713,586,309,502,50,4.223792,10000
546,257,112,87,30,60,50,4.184059,1000
870,530,163,82,39,56,50,4.251261,5000
18393,6769,3404,3658,2003,2559,50,3.889131,100000
686,388,165,69,23,41,50,4.260792,5000
130,54,14,20,9,33,3,3.984995,1000
4304,2089,901,650,287,377,50,4.079886,20000
1,1,0,0,0,0,15,4.140702,100
3,0,2,0,0,1,2,3.548387,10
36,11,6,9,3,7,1,4.167628,100
230,75,41,48,23,43,50,4.160588,1000
18,7,2,3,1,5,50,3.982242,100
103,60,20,13,5,5,50,3.910343,1000
121,50,18,19,8,26,12,4.194922,100
1717,745,349,274,145,204,50,4.235887,10000
1433,699,283,211,102,138,50,4.267891,5000
181,69,29,33,14,36,3,4.079163,1000
245,118,44,33,15,35,1,4.106343,1000
1229,583,258,179,92,117,50,4.074203,5000
701,245,109,103,87,157,50,3.897243,5000
7575,4182,1317,857,429,790,50,4.165079,50000
0,0,0,0,0,0,4,4.122867,100
1013,326,170,193,125,199,50,4.297335,5000
10122,5274,1869,1519,684,776,1,4.216477,50000
17,9,4,0,3,1,50,4.04964,100
0,0,0,0,0,0,50,4.203725,100
63,32,12,10,2,7,50,3.949422,1000
0,0,0,0,0,0,2,4.466019,10
166,95,28,21,9,13,1,4.356819,1000
1244,648,233,180,76,107,47,3.965701,10000
6,1,0,3,0,2,50,4.501472,10
9330,4150,1941,1495,731,1013,49,4.03832,20000
10,5,1,2,1,1,10,3.94332,100
494,300,80,52,34,28,35,3.865385,10000
12,7,2,1,1,1,1,4.252289,100
20,9,8,1,1,1,50,3.854962,100
18,9,3,2,2,2,3,3.775862,100
28,15,3,2,3,5,14,3.917353,100
2409,1337,495,296,117,164,13,4.080891,20000
7,5,0,0,0,2,50,4.155932,100
1773,768,309,275,140,281,50,3.884544,10000
71,31,12,11,9,8,50,3.866903,100
56,29,14,7,2,4,50,4.030471,100
4367,1975,793,682,397,520,7,4.138885,20000
14,5,3,2,1,3,50,4.174679,100
4,3,1,0,0,0,5,3.958618,10
3443,1232,593,622,327,669,50,4.320587,20000
16,8,1,2,0,5,1,4.04517,100
37,17,8,5,1,6,50,3.863992,100
181,69,42,27,13,30,50,3.819659,1000
12041,5723,2701,1656,751,1210,50,4.097119,20000
529,288,113,60,26,42,50,4.385692,5000
922,568,183,105,24,42,50,4.138405,5000
1010,477,180,152,70,131,50,4.073793,10000
413,238,75,43,19,38,50,4.380203,1000
20,9,3,3,4,1,50,3.8585,100
245,77,44,39,19,66,50,4.012954,1000
402,168,69,56,37,72,50,3.880072,5000
7,1,1,2,2,1,1,3.899673,100
1004,402,172,168,96,166,50,3.938201,10000
19,12,0,5,1,1,10,4.231929,100
616,341,125,74,39,37,1,4.040555,5000
115,59,21,15,11,9,50,3.870918,100
437,251,80,47,24,35,50,4.109953,5000
120,47,24,19,9,21,9,4.274302,100
395,146,64,53,36,96,50,3.58283,1000
50,29,12,4,2,3,50,4.143966,100
1366,752,300,156,76,82,50,4.063725,5000
18,8,5,0,2,3,2,4.322985,50
1179,617,169,177,88,128,6,4.094905,5000
2747,1253,470,390,233,401,50,4.04964,10000
2058,902,319,324,191,322,50,4.04964,20000
51,25,11,6,3,6,50,4.110059,100
1,1,0,0,0,0,1,3.733333,50
121,41,23,19,10,28,1,4.119705,1000
162,70,32,26,10,24,50,3.96472,1000
0,0,0,0,0,0,50,4.203725,100
756,387,163,104,46,56,50,3.87201,5000
0,0,0,0,0,0,5,4.333333,100
5,3,0,1,0,1,5,3.790698,50
1910,1141,329,212,88,140,50,4.167805,10000
102,33,13,10,11,35,2,3.904942,1000
