@relation sales_clothes

@attribute No. numeric
@attribute price numeric
@attribute retail_price numeric
@attribute units_sold numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_color {white,green,other,black,yellow,blue,pink,grey,red,dual,brown,beige}
@attribute product_variation_size_id {M,XS,S,XXS,L,XXL,OTHER,XXXXXL,XXXL,XL,XXXS,XXXXL}
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute origin_country {CN,US,VE,AT,SG,GB}
@attribute merchant_rating numeric

@data
235,1.89,2,100,0,3.46,39,16,8,2,4,9,0,0,0,0,black,XS,1,1,33,50,CN,4.105556
236,12,17,1000,0,4.21,103,60,20,13,5,5,0,0,0,0,white,M,50,3,43,50,CN,3.910343
237,6,6,10000,1,3.6,569,243,90,88,59,89,0,0,0,0,pink,XS,2,2,20,50,CN,3.938201
238,4,4,5000,1,4.28,1754,1064,353,184,65,88,1,0,1,0,blue,XS,4,1,18,50,CN,4.156198
239,7,33,100,0,2.75,8,3,0,1,0,4,0,0,0,0,blue,S,29,2,43,50,CN,3.917449
240,8,7,100,0,3.9,21,9,7,2,0,3,0,0,0,0,blue,XS,50,3,21,50,CN,4.318315
241,5,5,100,0,4.5,6,4,1,1,0,0,0,0,0,0,pink,S,50,2,45,50,CN,3.867547
242,5.84,5,10000,0,3.45,1312,491,217,228,145,231,0,0,0,0,grey,S,43,1,48,50,CN,3.884544
243,8,13,10000,0,3.99,2753,1428,522,385,171,247,0,0,0,0,grey,S,50,3,44,50,CN,3.975624
244,19,21,5000,0,4.09,1561,897,289,149,74,152,0,0,0,0,blue,OTHER,1,6,40,50,CN,4.092914
245,11,10,100,1,3.54,13,5,3,1,2,2,0,0,0,0,black,XL,50,2,42,50,CN,4.155932
246,3.85,10,50,0,3.33,3,1,1,0,0,1,0,0,0,0,blue,OTHER,7,1,25,50,CN,4.039474
247,9,48,1000,1,4.01,135,69,25,23,10,8,0,0,0,0,blue,M,50,3,25,50,CN,3.748794
248,8,9,7,0,5,0,0,0,0,0,0,0,0,0,0,other,XXS,5,3,38,50,CN,4.052504
249,11,10,1000,0,4,221,103,59,33,7,19,0,0,0,0,white,M,6,3,36,50,CN,4.004267
250,6,13,20000,1,3.85,1124,572,183,153,62,154,0,0,0,0,red,S,50,2,40,50,CN,4.084969
251,5,33,100000,0,3.98,13789,6862,2836,2131,901,1059,0,0,0,0,other,S,50,1,41,50,CN,4.036081
252,16,14,100,1,4.05,82,43,18,11,2,8,0,0,0,0,white,S,50,5,36,50,CN,4.217899
253,13,11,100,0,3.91,11,7,1,0,1,2,0,0,0,0,yellow,S,50,3,28,50,CN,3.473684
254,9,34,100,1,3.14,28,8,6,3,4,7,0,0,0,0,blue,XS,50,3,40,50,CN,3.534647
255,7,6,100,1,3.64,11,4,4,0,1,2,0,0,0,0,pink,S,50,2,104,50,CN,4.264327
256,6,6,20000,0,3.96,4082,2138,667,637,255,385,0,0,0,0,white,S,50,2,40,50,CN,3.998651
257,8,7,10000,1,3.71,903,378,190,143,80,112,0,0,0,0,pink,S,50,2,35,50,CN,3.965701
258,4.7,17,100,1,4,10,4,3,2,1,0,0,0,0,0,blue,XS,3,1,43,50,CN,4.006692
259,4,4,10000,1,3.45,1412,504,299,211,129,269,0,0,0,0,white,XXS,46,1,45,50,CN,4.149262
260,8,7,5000,1,3.57,309,111,64,63,33,38,0,0,0,0,white,S,50,2,41,50,CN,3.945946
261,16,59,1000,1,3.5,222,81,44,42,14,41,0,0,0,0,black,OTHER,50,4,43,50,CN,3.897141
262,11,10,100,0,3.29,38,13,5,8,4,8,0,0,0,0,blue,M,50,3,80,50,CN,3.732143
263,5.77,5,10000,0,3.85,2892,1352,574,443,227,296,0,0,0,0,black,S,50,2,43,50,CN,3.97507
264,8,84,10000,0,4.19,3679,2077,783,446,192,181,1,0,1,0,black,M,50,3,37,50,CN,4.187814
265,14,13,100,0,4.5,113,82,17,7,3,4,1,0,1,0,grey,S,50,3,40,50,CN,4.047725
266,6,26,100,0,3.25,12,2,2,6,1,1,0,0,0,0,black,XS,50,2,40,50,CN,3.646465
267,13,11,100,1,4,4,3,0,0,0,1,0,0,0,0,yellow,S,29,3,42,50,CN,4.032956
268,11,50,20000,0,4.22,2878,1646,632,324,126,150,1,0,1,0,white,M,50,3,43,50,CN,3.96752
269,4,4,5000,0,3.39,783,268,129,155,102,129,0,0,0,0,pink,S,7,1,48,50,CN,3.884544
270,5.77,16,1000,0,3.72,687,281,151,114,61,80,0,0,0,0,black,L,50,2,44,50,CN,4.220091
271,9,50,20000,0,4.17,2440,1415,448,305,116,156,0,0,0,0,black,M,50,3,41,50,CN,4.007149
272,11,16,10000,1,3.75,1586,716,284,260,118,208,0,0,0,0,black,XS,50,2,42,50,CN,4.1524
273,7,6,50,0,4,4,3,0,0,0,1,0,0,0,0,blue,XS,50,2,139,50,CN,4.352941
274,9,22,1000,1,4.24,131,79,25,14,6,7,0,0,0,0,grey,S,7,3,51,50,CN,4.231842
275,5.81,34,1000,1,3.54,54,19,8,17,3,7,0,0,0,0,red,XS,2,2,43,50,CN,4.006692
276,11,59,100,0,3.66,56,20,14,10,7,5,0,0,0,0,red,M,50,3,54,50,CN,4.194554
277,11,10,20000,0,3.69,2160,985,356,320,156,343,0,0,0,0,red,S,50,2,37,50,CN,4.023291
278,8,7,5000,1,3.53,876,355,168,112,70,171,0,0,0,0,blue,XXS,50,3,42,50,CN,3.903586
279,11,10,10000,0,3.65,2422,1056,419,375,190,382,0,0,0,0,white,S,50,3,46,50,CN,4.310433
280,6,6,5000,0,4.07,844,440,187,114,44,59,0,0,0,0,white,XS,50,2,24,50,CN,3.908535
281,5,6,5000,0,4.07,824,441,165,112,43,63,0,0,0,0,grey,S,50,1,41,50,CN,4.048356
282,6,6,5000,1,3.92,609,306,112,88,41,62,0,0,0,0,blue,XS,50,2,38,50,CN,3.923459
283,8,7,5000,1,4.02,1061,536,212,180,63,70,0,0,0,0,black,S,50,2,43,50,CN,4.105967
284,13,26,100,0,4.06,113,65,16,15,8,9,0,0,0,0,other,OTHER,50,3,35,50,CN,4.463064
285,11,10,100,0,3.73,22,9,5,4,1,3,0,0,0,0,yellow,OTHER,5,3,68,50,CN,4.024055
286,5.65,25,10000,0,3.65,418,180,74,65,36,63,0,0,0,0,blue,OTHER,50,1,43,50,CN,4.017601
287,4.83,51,50,1,2,1,0,0,0,1,0,0,0,0,0,white,XS,3,1,39,50,VE,3.824561
288,8,16,10000,0,4.04,1589,770,391,248,77,103,0,0,0,0,white,S,9,2,43,50,CN,4.19427
289,3,3,100,1,4.29,58,36,13,3,2,4,1,0,1,0,black,S,5,1,34,50,CN,3.88381
290,8,7,50,0,3.88,8,5,1,0,0,2,0,0,0,0,yellow,XS,1,2,25,50,CN,3.736527
291,13,14,10000,0,3.74,1938,870,366,287,159,256,0,0,0,0,blue,S,50,3,18,50,CN,3.94109
292,11,88,5000,0,4.1,1514,819,323,188,71,113,0,0,0,0,other,S,25,3,35,50,CN,4.022153
293,7,22,10,0,3.5,4,1,1,1,1,0,0,0,0,0,pink,XS,3,2,37,50,CN,3.760287
294,5,5,5000,0,3.97,538,287,90,69,41,51,0,0,0,0,white,XS,6,2,29,50,CN,3.775451
295,6,6,1000,0,3.84,309,146,53,51,32,27,0,0,0,0,black,XXL,50,2,39,50,CN,3.92888
296,13,11,100,1,4,4,3,0,0,0,1,0,0,0,0,yellow,S,29,3,42,50,CN,4.032956
297,3,3,20000,1,4.12,2826,1573,546,374,147,186,0,0,0,0,blue,S,6,1,49,50,CN,4.121484
298,12,26,5000,0,4.16,663,385,119,84,28,47,0,0,0,0,white,S,50,3,43,50,CN,4.100616
299,11,10,100,1,3.09,22,5,5,4,3,5,0,0,0,0,black,S,50,3,38,50,CN,3.967611
300,8,118,10000,0,3.85,2519,1158,545,370,181,265,0,0,0,0,dual,S,50,2,43,50,CN,4.024697
301,5.85,13,1000,1,3.16,602,186,104,97,52,163,0,0,0,0,blue,XS,9,2,38,50,CN,3.894737
302,6,6,100,0,3.07,55,17,6,11,6,15,0,0,0,0,black,XS,1,2,27,50,CN,3.930573
303,9,57,1000,0,3.63,146,61,32,15,14,24,0,0,0,0,black,S,50,3,71,50,US,4.143055
304,8,7,1000,0,3.6,141,64,22,19,7,29,0,0,0,0,pink,S,50,3,24,50,CN,3.881464
305,5,5,100,0,5,2,2,0,0,0,0,0,0,0,0,black,L,13,2,41,50,CN,4.224605
306,8,7,50,0,3.71,7,4,0,1,1,1,0,0,0,0,grey,XS,5,2,23,50,CN,3.545024
307,9,8,20000,1,3.94,4304,2089,901,650,287,377,0,0,0,0,white,M,50,3,41,50,CN,4.079886
308,8,7,10000,1,3.32,1061,351,192,184,110,224,0,0,0,0,blue,M,30,3,28,50,CN,4.080891
309,4.81,5,100,1,5,0,0,0,0,0,0,0,0,0,0,yellow,XS,5,1,47,50,CN,4.333333
310,14,104,100,1,3.44,71,20,17,19,4,11,0,0,0,0,other,S,50,4,31,50,CN,3.761589
311,8,7,50,0,3.88,8,5,1,0,0,2,0,0,0,0,yellow,XS,1,2,25,50,CN,3.736527
312,8,26,100,0,5,13,13,0,0,0,0,0,0,0,0,yellow,S,50,2,33,50,CN,3.65942
313,7,81,100,1,3.57,23,10,2,5,3,3,0,0,0,0,green,XS,30,2,43,50,CN,3.856617
314,3,3,100,0,3.67,12,4,3,3,1,1,0,0,0,0,white,XXS,2,1,40,50,CN,4.29147
315,8,8,1000,0,3.63,187,80,33,31,11,32,0,0,0,0,white,S,50,3,38,50,CN,4.089722
316,8,10,100,0,3.5,6,3,0,1,1,1,0,0,0,0,yellow,XS,5,2,20,50,CN,3.786325
317,12,11,5000,0,3.34,887,305,161,140,97,184,0,0,0,0,blue,S,50,3,14,50,CN,3.681685
318,11,22,100,1,2.71,24,6,2,5,1,10,2,1,0,1,black,OTHER,1,2,43,50,CN,4.018767
319,8,7,100,1,3,11,3,1,3,1,3,0,0,0,0,white,S,50,2,35,50,CN,4.484397
320,8,7,100,0,4.39,111,77,14,10,6,4,1,0,1,0,other,S,50,3,38,50,CN,4.212403
321,6,30,1000,0,3.53,325,130,61,48,24,62,0,0,0,0,blue,S,50,2,41,50,CN,3.793734
322,11,26,100,0,4.25,12,8,2,0,1,1,0,0,0,0,other,OTHER,50,2,70,50,CN,4.05492
323,8,7,100,1,3.86,28,14,4,5,2,3,0,0,0,0,red,XS,2,3,28,50,CN,4.390326
324,8,7,1000,0,3.58,605,210,144,117,56,78,0,0,0,0,white,S,24,2,36,50,CN,4.014181
325,9,9,10000,1,3.74,2148,822,539,410,169,208,0,0,0,0,white,S,50,3,44,50,CN,4.203725
326,14,12,10,0,5,1,1,0,0,0,0,0,0,0,0,pink,OTHER,5,3,41,50,CN,4.17305
327,13,11,5000,1,3.88,1224,569,278,175,67,135,0,0,0,0,red,XL,34,3,19,50,CN,3.981073
328,4.84,5,100,1,4.09,57,30,12,10,0,5,0,0,0,0,white,XS,2,1,43,50,CN,3.951488
329,5,5,1000,0,4.11,94,54,16,13,2,9,0,0,0,0,blue,L,50,2,43,50,CN,4.044845
330,14,89,5000,1,3.43,647,227,134,98,64,124,0,0,0,0,red,S,9,3,40,50,CN,4.231746
331,3,60,100,1,3.57,28,12,6,2,2,6,1,0,0,1,grey,XXXS,1,1,27,50,CN,3.952
332,7,6,10000,0,3.35,1786,660,264,301,162,399,0,0,0,0,pink,S,4,2,47,50,CN,3.732473
333,5,5,50000,0,3.93,7088,3367,1510,1148,469,594,0,0,0,0,blue,S,50,1,29,50,CN,4.095288
334,9,8,100,0,4.07,27,14,8,1,1,3,0,0,0,0,yellow,M,50,3,22,50,US,4.336583
335,9,8,1000,1,4.22,237,138,50,26,9,14,0,0,0,0,black,M,50,3,138,50,CN,4.264659
336,8,11,1000,0,4.13,127,70,30,10,7,10,0,0,0,0,pink,S,50,3,15,50,CN,4.306358
337,11,10,2,0,2,1,0,0,0,1,0,0,0,0,0,yellow,S,50,3,19,50,CN,3.999061
338,19,17,5000,0,3.77,1163,559,212,135,77,180,1,1,0,0,blue,OTHER,2,5,27,50,CN,3.959995
339,8,25,10000,0,3.65,2324,1009,401,358,212,344,0,0,0,0,yellow,S,50,3,39,50,CN,4.227585
340,7,6,10000,0,3.91,1797,885,366,230,139,177,0,0,0,0,red,S,50,2,32,50,CN,4.124874
341,9,8,100,1,3.18,72,17,19,12,8,16,0,0,0,0,red,S,10,3,26,50,CN,3.729167
342,12,11,5000,0,3.11,434,146,58,59,38,133,0,0,0,0,pink,XS,3,3,29,50,CN,3.775451
343,8,7,100,0,3.9,21,9,7,2,0,3,0,0,0,0,blue,XS,50,3,21,50,CN,4.318315
344,7,6,1000,0,3.19,245,77,44,39,19,66,0,0,0,0,green,M,50,2,43,50,CN,4.012954
345,8,17,1000,1,3.93,426,216,77,60,34,39,0,0,0,0,black,M,50,2,41,50,CN,3.984157
346,8,7,10,1,5,0,0,0,0,0,0,0,0,0,0,grey,M,50,3,10,50,CN,3.966035
347,11,10,20000,0,4.32,3648,2418,548,327,126,229,1,0,1,0,black,XL,1,2,39,1,CN,4.292266
348,11,30,1,0,5,0,0,0,0,0,0,0,0,0,0,green,XS,10,2,33,50,CN,4.007246
349,3.7,47,100,1,3.18,11,4,1,1,3,2,0,0,0,0,pink,XXS,9,1,38,50,CN,3.409471
350,14,12,5000,1,3.75,1892,780,431,317,147,217,0,0,0,0,black,M,48,3,37,50,CN,4.030461
351,11,10,5000,1,4.26,1273,735,295,134,55,54,1,0,1,0,other,XS,50,2,38,50,CN,4.102321
352,18,16,1000,1,3.63,477,181,112,75,43,66,1,0,0,1,yellow,S,50,5,27,50,CN,4.14603
353,12,118,20000,1,4.29,4266,2611,850,449,145,211,1,0,1,0,black,S,50,3,38,50,CN,4.256077
354,14,43,1000,1,4.05,167,93,32,18,5,19,0,0,0,0,other,S,50,3,43,50,CN,3.872044
355,8,75,50,0,4.33,3,1,2,0,0,0,0,0,0,0,black,S,50,3,41,50,CN,4.002933
356,1.77,2,10000,1,4.03,510,267,103,67,35,38,0,0,0,0,white,OTHER,50,1,45,50,CN,4.237548
357,3.73,9,5000,0,4.14,856,475,171,112,49,49,0,0,0,0,grey,S,50,1,44,50,CN,4.145661
358,8,22,100,0,3.92,12,7,1,2,0,2,0,0,0,0,black,S,47,2,43,50,CN,4.04964
359,18,27,5000,1,4.09,1903,994,449,234,85,141,0,0,0,0,blue,M,50,5,42,50,CN,4.052917
360,4,4,100,1,4.07,46,23,12,6,1,4,0,0,0,0,yellow,S,50,1,48,50,CN,3.884544
361,5.68,7,10000,0,3.89,1232,588,250,188,81,125,0,0,0,0,blue,XXXL,50,1,41,50,CN,4.05448
362,14,12,5000,1,4.06,643,365,109,73,33,63,0,0,0,0,blue,XXS,2,3,43,50,CN,4.006692
363,1.75,6,50,1,3,2,0,1,0,1,0,0,0,0,0,black,XXS,1,1,35,50,CN,4.069015
364,14,84,100,1,4.13,60,35,10,7,4,4,0,0,0,0,white,OTHER,2,3,43,50,CN,3.707892
365,8,7,1000,1,2.75,127,29,17,19,17,45,0,0,0,0,red,XXS,5,3,25,50,CN,3.956811
366,6,9,10000,0,4.04,2211,1123,468,354,117,149,0,0,0,0,pink,S,50,2,41,50,CN,4.032947
367,5.89,5,5000,0,3.25,392,127,65,69,40,91,0,0,0,0,red,XS,2,2,24,50,CN,3.849593
368,5,5,1000,1,3.77,435,191,87,69,41,47,0,0,0,0,white,M,50,1,39,50,CN,4.288179
369,2.71,3,20000,0,4.03,7022,3502,1523,1145,416,436,0,0,0,0,grey,S,50,1,38,50,CN,4.049157
370,11,10,100,0,5,3,3,0,0,0,0,0,0,0,0,blue,OTHER,3,2,42,50,CN,4.247492
371,16,14,100,0,4.1,10,6,1,2,0,1,0,0,0,0,blue,S,50,4,44,50,CN,4.155032
372,7,26,5000,0,4.01,542,283,111,69,29,50,0,0,0,0,white,S,50,2,37,50,CN,4.216695
373,4,4,50,1,1,1,0,0,0,0,1,0,0,0,0,blue,XS,20,1,44,50,CN,3.515748
374,6,6,100,1,3.13,8,3,1,1,0,3,0,0,0,0,pink,S,50,2,41,50,CN,4.079886
375,8,17,10,0,5,0,0,0,0,0,0,0,0,0,0,white,S,50,3,48,50,CN,3.625
376,4,4,100,1,4.24,41,25,6,7,1,2,1,0,1,0,red,S,50,1,50,50,CN,3.8585
377,11,20,10000,0,3.92,2841,1352,636,397,185,271,0,0,0,0,blue,S,16,3,41,50,CN,3.871635
378,12,59,5000,0,3.47,371,137,64,69,40,61,0,0,0,0,white,S,50,3,41,50,CN,4.062361
379,11,11,1000,0,2.99,228,59,38,36,32,63,0,0,0,0,red,S,50,2,17,50,CN,4.032865
380,1.91,2,10000,0,4.05,697,385,125,81,48,58,0,0,0,0,blue,XS,2,1,22,50,CN,4.105461
381,5.7,58,50000,0,3.45,8164,2936,1396,1547,970,1315,0,0,0,0,black,XL,50,1,45,50,CN,4.096234
382,8,17,5000,0,4.47,907,601,187,84,16,19,1,0,1,0,black,S,50,2,40,50,CN,4.397351
383,9,8,1000,0,3.58,81,29,20,13,7,12,0,0,0,0,blue,S,50,3,43,50,CN,3.856884
384,5.72,9,100,0,2.5,4,1,0,0,2,1,0,0,0,0,grey,XS,5,1,33,50,CN,3.89949
385,2,10,100,0,3.2,10,3,1,3,1,2,0,0,0,0,white,XXS,1,1,41,50,CN,3.990638
386,9,9,1000,0,4.16,129,81,19,12,3,14,0,0,0,0,blue,S,50,3,43,50,CN,3.940159
387,15,13,10,0,4,4,2,1,0,1,0,0,0,0,0,white,S,50,4,42,50,CN,4.021148
388,20,17,50,0,4.17,12,7,2,2,0,1,0,0,0,0,red,S,50,6,36,50,CN,3.923077
389,6,9,1000,1,3.67,304,126,66,44,23,45,0,0,0,0,white,S,50,2,42,50,CN,4.024242
390,3,3,1000,1,3.08,109,26,25,17,14,27,0,0,0,0,black,XXS,1,1,38,50,CN,3.964592
391,9,10,10000,0,4.15,2587,1511,479,275,115,207,0,0,0,0,red,XS,50,3,31,50,CN,4.30699
392,8,8,10000,1,3.98,1612,777,367,241,112,115,0,0,0,0,black,S,50,3,42,50,CN,3.939482
393,12,75,100,1,2.82,28,7,3,6,2,10,0,0,0,0,other,XS,1,3,38,50,US,3.034483
394,11,13,100,1,3.8,5,2,2,0,0,1,0,0,0,0,blue,XL,10,2,41,50,CN,4.020435
395,9,22,100,1,3.3,10,2,2,4,1,1,0,0,0,0,white,S,50,3,43,50,CN,3.951488
396,7,6,1000,0,4.33,144,91,28,15,2,8,1,0,1,0,white,M,50,2,34,50,CN,4.323908
397,5.92,9,100,1,3.71,17,7,3,4,1,2,0,0,0,0,blue,XS,18,1,43,50,CN,4.212887
398,8,48,1000,0,4.34,794,500,152,86,26,30,1,0,1,0,blue,XS,50,2,9,50,CN,4.337349
399,11,134,100,1,3.54,28,7,11,4,2,4,0,0,0,0,black,S,50,3,46,50,CN,4.071651
400,8,7,10000,1,3.62,2069,884,343,331,184,327,0,0,0,0,black,XXXXXL,50,3,38,50,CN,3.901216
401,15,115,50000,1,3.94,6735,3278,1411,998,431,617,0,0,0,0,white,M,2,4,38,50,CN,4.256077
402,8,7,20000,1,3.59,2189,917,374,331,223,344,0,0,0,0,pink,M,38,2,23,50,CN,4.04517
403,1.68,2,1000,1,3.95,238,129,42,27,7,33,0,0,0,0,red,OTHER,1,1,23,50,CN,4.04517
404,24,59,1000,1,4.21,762,461,150,64,24,63,0,0,0,0,pink,OTHER,50,6,26,50,CN,4.308276
405,5.65,26,100,0,3.67,33,14,7,4,3,5,0,0,0,0,blue,M,50,1,32,50,CN,4.299207
406,13,11,100,0,4.35,26,18,4,1,1,2,1,0,1,0,dual,XS,50,3,139,50,US,4.047619
407,16,106,100,0,4.07,76,38,21,5,8,4,0,0,0,0,white,M,50,5,40,50,CN,4.233683
408,5.83,5,100,0,4.36,22,13,5,3,1,0,0,0,0,0,yellow,XS,3,1,24,50,CN,3.952836
409,7,7,5000,0,3.32,579,190,108,94,70,117,0,0,0,0,black,XS,50,2,31,50,CN,4.058391
410,8,27,5000,1,3.98,921,447,203,145,62,64,0,0,0,0,black,S,1,3,43,50,CN,4.216413
411,14,12,5000,1,4.06,643,365,109,73,33,63,0,0,0,0,blue,XXS,2,3,43,50,CN,4.006692
412,5.65,9,5000,0,4.23,1002,590,195,124,41,52,0,0,0,0,red,L,50,2,20,50,CN,4.088905
413,1.8,2,1000,1,3.68,76,35,10,13,8,10,0,0,0,0,green,XS,4,1,20,50,CN,4.041371
414,7,6,100,1,3,22,5,3,7,1,6,0,0,0,0,black,XXL,50,2,41,50,CN,3.934967
415,1.75,6,50,1,3,2,0,1,0,1,0,0,0,0,0,black,XXS,1,1,35,50,CN,4.069015
416,9,108,1000,0,4.06,252,136,52,31,10,23,0,0,0,0,black,S,50,3,42,50,CN,3.849511
417,12,11,1000,0,3.49,201,73,44,29,18,37,0,0,0,0,blue,M,50,3,139,50,CN,3.776637
418,8,7,1000,0,3.84,132,56,34,20,9,13,0,0,0,0,white,S,50,2,31,50,CN,3.837956
419,5,5,100,0,4.5,6,4,1,1,0,0,0,0,0,0,pink,S,50,2,45,50,CN,3.867547
420,11,10,1000,1,3.74,54,23,11,10,3,7,0,0,0,0,black,XS,50,3,41,50,CN,3.954443
421,8,7,10000,0,3.54,2006,748,417,331,194,316,0,0,0,0,white,XS,50,3,31,50,CN,4.000143
422,7,6,100,0,4,6,3,1,1,1,0,0,0,0,0,pink,XS,7,2,24,50,CN,4.039128
423,6,13,1000,0,3.51,79,26,17,18,7,11,0,0,0,0,pink,S,50,2,43,50,CN,3.870735
424,6,22,1000,1,4.19,201,108,50,27,6,10,0,0,0,0,blue,OTHER,3,2,55,50,CN,4.417272
425,13,25,100,1,3.42,79,29,16,10,7,17,0,0,0,0,red,S,50,3,41,50,CN,3.950403
426,7,50,1000,1,4.08,408,212,89,56,29,22,0,0,0,0,black,S,50,2,41,50,CN,3.967484
427,13,11,1000,1,3.5,64,28,7,9,9,11,0,0,0,0,red,S,10,3,30,50,CN,4.02446
428,12,14,50,0,3.88,8,2,4,1,1,0,0,0,0,0,black,S,50,3,22,50,CN,3.884615
429,5.71,13,1000,1,4.23,317,194,59,29,13,22,1,0,1,0,red,S,50,1,38,50,CN,4.242653
430,11,51,100,1,3,4,1,1,0,1,1,0,0,0,0,white,S,50,2,43,50,CN,4.001277
431,3.79,49,20000,0,3.93,8412,4299,1527,1177,527,882,0,0,0,0,red,XS,2,1,8,50,CN,4.046825
432,8,10,100,0,3.39,18,5,6,1,3,3,0,0,0,0,blue,XS,3,2,23,50,CN,3.682759
433,2,3,20000,0,4.09,6689,3566,1389,942,352,440,0,0,0,0,white,S,50,1,38,50,CN,4.049157
434,6,22,1000,0,3.74,518,240,89,77,37,75,0,0,0,0,yellow,S,50,2,38,50,CN,4.016773
435,6,6,50,0,4.2,15,9,2,3,0,1,0,0,0,0,dual,XS,5,2,20,50,CN,3.722222
436,13,11,100,0,3.75,4,1,1,2,0,0,0,0,0,0,red,XS,35,3,43,50,CN,4.100616
437,8,25,1000,1,4.25,220,136,35,28,9,12,0,0,0,0,pink,M,50,3,43,50,CN,3.900295
438,7,6,100,0,5,0,0,0,0,0,0,0,0,0,0,other,XS,50,2,140,50,AT,5
439,11,10,5000,0,4.05,654,340,129,106,35,44,0,0,0,0,black,M,14,3,54,50,CN,4.064925
440,11,152,1000,0,3.91,808,381,180,110,68,69,0,0,0,0,blue,XS,50,2,43,50,CN,3.90836
441,8,7,5000,1,3.8,757,360,132,116,55,94,0,0,0,0,grey,S,50,3,44,50,CN,4.203725
442,1.65,2,1000,1,3.67,191,89,26,31,14,31,0,0,0,0,white,XXS,1,1,38,50,CN,3.95879
443,8,22,10000,0,3.7,904,395,177,135,64,133,0,0,0,0,black,S,50,3,43,50,CN,4.084799
444,12,11,1000,1,3.76,899,390,198,130,65,116,0,0,0,0,white,S,20,3,43,50,CN,4.046734
445,9,8,10000,1,3.84,1982,938,384,292,136,232,0,0,0,0,white,M,50,3,30,50,CN,4.137582
446,8,7,20000,0,3.33,3216,1138,523,521,324,710,0,0,0,0,black,M,50,2,43,50,CN,3.801684
447,5,51,10,0,5,0,0,0,0,0,0,0,0,0,0,black,XS,1,1,36,50,CN,3.989831
448,11,50,100,1,3,9,2,1,3,1,2,0,0,0,0,black,S,50,3,36,50,CN,2.941176
449,11,10,1000,0,4.29,410,247,89,40,15,19,0,0,0,0,blue,XS,50,2,21,50,CN,3.84247
450,9,8,5000,0,3.75,429,185,83,81,30,50,0,0,0,0,red,S,50,3,41,50,CN,3.821186
451,7,13,10000,0,3.12,567,170,89,91,72,145,0,0,0,0,green,M,50,2,42,50,CN,3.849511
452,6,6,100,0,3.93,41,20,7,9,1,4,0,0,0,0,black,S,50,2,38,50,CN,4.049157
453,7,14,100,0,4.24,50,29,12,4,2,3,0,0,0,0,red,L,50,2,43,50,CN,4.143966
454,1.65,2,1000,1,3.67,191,89,26,31,14,31,0,0,0,0,white,XXS,1,1,38,50,CN,3.95879
455,11,106,20000,1,3.92,10150,4974,2091,1409,655,1021,1,0,0,1,white,S,12,3,45,50,CN,4.068665
456,11,85,1000,1,4.08,454,231,118,49,21,35,0,0,0,0,green,S,50,3,40,50,CN,4.334078
457,7,6,1000,0,4.12,442,220,111,72,23,16,0,0,0,0,black,S,50,2,47,50,CN,4.061359
458,8,72,1000,0,4.01,153,85,22,24,7,15,0,0,0,0,dual,S,50,2,41,50,CN,3.912476
459,15,13,5000,0,3.95,1632,836,306,221,103,166,0,0,0,0,blue,S,34,4,41,50,CN,4.040497
460,9,46,100,0,4.86,7,6,1,0,0,0,0,0,0,0,other,OTHER,30,3,74,30,CN,4.228007
461,7,6,10000,0,4.41,3078,2050,550,276,87,115,1,0,1,0,red,S,2,2,17,50,CN,4.101385
462,11,10,100,1,3.08,39,11,8,3,7,10,0,0,0,0,pink,XS,3,2,47,50,CN,3.68932
463,6,10,1000,0,3,87,22,10,23,10,22,0,0,0,0,yellow,XS,3,2,20,50,CN,3.676724
464,8,10,100,0,4.07,58,27,18,7,2,4,0,0,0,0,dual,XS,3,2,23,50,CN,4.04065
465,2,2,100,1,2.92,12,2,2,4,1,3,0,0,0,0,blue,XL,1,1,25,50,CN,3.97541
466,8,13,100,0,4.04,57,29,16,2,5,5,0,0,0,0,grey,M,50,2,51,50,CN,4.231842
467,22,159,1000,0,4.04,235,127,49,26,7,26,0,0,0,0,black,S,50,5,80,50,CN,4.097967
468,11,10,1000,0,3.89,140,66,35,15,5,19,0,0,0,0,white,XS,50,3,42,50,CN,4.193589
469,6,6,1000,1,3.73,142,56,32,30,8,16,0,0,0,0,yellow,S,50,2,50,50,CN,3.8585
470,6,38,5000,0,4.22,958,571,171,116,53,47,0,0,0,0,black,M,50,2,40,50,CN,4.2939
471,9,50,100,1,3.84,37,16,10,3,5,3,0,0,0,0,grey,S,50,3,42,50,CN,3.948409
472,12,11,20000,1,3.64,1711,702,339,272,144,254,0,0,0,0,black,S,29,3,36,50,CN,4.138885
473,6,6,20000,1,3.71,2706,1095,597,464,222,328,0,0,0,0,black,XXS,49,2,38,50,CN,4.07328
474,9,33,5000,0,3.81,719,356,111,103,59,90,0,0,0,0,black,S,50,3,45,50,CN,4.166509
475,18,47,100,0,4.62,34,27,4,1,1,1,2,1,0,1,black,XXL,5,5,82,50,CN,4.226621
